lat,lon,country,state,county,species,year,sex,sc,doy,elevation,tmax_wt,tmax_sp,tmin_wt,tmin_sp,ppt_wt,ppt_sp,NA_L3CODE,NA_L3NAME,NA_L2CODE,NA_L2NAME,LT_Tmax_wt,LT_Tmax_sp,LT_Tmin_wt,LT_Tmin_sp,LT_PPT_wt,LT_PPT_sp,Tmax_wt_anm,Tmax_sp_anm,Tmin_wt_anm,Tmin_sp_anm,PPT_wt_anm,PPT_sp_anm
47.130955,-122.502686,US,Washington,Pierce,Populus tremuloides,1950,F,Washington_Pierce,100,673.7696533203125,3.2569313049316406,5.781457901000977,-2.101741981506348,-0.7916023254394531,811.1637420654297,406.4395904541016,7.1.7,Strait of Georgia/Puget Lowland,7.1,MARINE WEST COAST FOREST,3.75051771442769,8.065144848222493,-1.2731628373228956,-0.32960521054117564,641.2875450687085,311.33555141545145,-0.4935864094960496,-2.2836869472215167,-0.8285791441834522,-0.46199711489827744,0.26489863759714904,0.3054711824790665
39.07745,-76.77206,US,Maryland,Anne Arundel,Populus grandidentata,2011,M,Maryland_Anne Arundel,77,25.636383056640625,3.0349800109863283,11.77306900024414,-2.8439863204956053,2.8281572341918944,202.62616729736328,297.64525604248047,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.132343921823018,11.87089386306891,-0.338541708704778,1.9712535502479869,242.8090957833953,276.9488823256773,-4.097363910836689,-0.0978248628247691,-2.505444611790827,0.8569036839439077,-0.16549185835228483,0.07472994129099006
34.961474,-101.706332,US,Texas,Randall,Populus deltoides,1946,F,Texas_Randall,185,1104.840576171875,9.420449829101562,19.338792419433595,-4.451983261108398,2.412145233154297,33.55188226699829,69.2227029800415,9.4.3,Southwestern Tablelands,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,9.270195396875932,17.076901232294677,-2.99066878056122,1.5393794169427226,36.43678185252536,122.75147428090833,0.15025443222562984,2.261891187138918,-1.4613144805471785,0.8727658162115743,-0.07917547705512087,-0.4360743658228487
38.07846,-104.96236,US,Colorado,Pueblo,Populus deltoides,1971,F,Colorado_Pueblo,158,1589.7635498046875,9.037830352783203,13.70229949951172,-5.513817596435547,-3.930447006225586,19.150139078497887,84.15080833435059,6.2.14,Southern Rockies,6.2,WESTERN CORDILLERA,6.21498583939116,12.645764842955003,-6.902884169433076,-3.038739172120053,29.83233732216944,106.82827598535714,2.8228445133920435,1.0565346565567155,1.3890665729975291,-0.8917078341055329,-0.35807446558112105,-0.21227963703275465
38.92,-119.43,US,Nevada,Lyon,Populus fremontii,1993,M,Nevada_Lyon,118,1594.2342529296875,3.742153549194336,13.515176391601562,-7.432935333251953,1.2181971549987791,103.1481227874756,35.48896884918213,10.1.5,Central Basin and Range,10.1,COLD DESERTS,5.782806402141766,11.547721285779938,-5.370987198716503,-1.3437110706938404,59.29651873826096,42.2384473665572,-2.04065285294743,1.9674551058216243,-2.0619481345354496,2.5619082256926196,0.7395308355753349,-0.1597946642972264
42.33333,-72.66666,US,Massachusetts,Hampshire,Populus deltoides,1979,F,Massachusetts_Hampshire,146,223.085205078125,2.8337955474853516,8.284304809570312,-5.0479576110839846,-0.6700175762176513,449.4637451171875,345.8662338256836,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,2.273719781201523,5.623350830238407,-5.029825999130637,-3.1101357144618227,262.144605182874,285.0312329019018,0.5600757662838287,2.6609539793319046,-0.01813161195334789,2.4401181382441712,0.7145641612713651,0.2134327536825383
46.9638,-120.6526,US,Washington,Kittitas,Populus trichocarpa,1992,F,Washington_Kittitas,111,964.11962890625,3.71408805847168,11.18126983642578,-1.8823991775512696,-0.12287869453430177,251.5146255493164,99.01403999328612,10.1.2,Columbia Plateau,10.1,COLD DESERTS,1.1567864388606313,6.896540454255434,-4.735598320718538,-2.197101509831532,324.63046912953007,123.93554877721962,2.557301619611049,4.2847293821703465,2.8531991431672687,2.0742228152972304,-0.22522791460785488,-0.20108442678324012
46.7833,-92.1,US,Minnesota,Saint Louis,Populus tremuloides,1923,F,Minnesota_Saint Louis,134,419.8227844238281,-8.875155639648437,-5.122723007202149,-17.888902282714845,-18.493498229980467,75.25549793243408,100.4633617401123,5.2.1,Northern Lakes and Forests,5.2,MIXED WOOD SHIELD,-6.642284429679481,1.0430211116285897,-14.930300965389964,-10.900540280382172,66.66346495591988,153.76336143461597,-2.2328712099689554,-6.165744118830738,-2.958601317324882,-7.592957949598295,0.12888668451595706,-0.3466365407026313
45.66917,-108.77083,US,Montana,Yellowstone,Populus deltoides,1955,F,Montana_Yellowstone,157,1061.878173828125,5.437805557250977,3.3047039031982424,-5.034531784057617,-0.742723388671875,25.2497251033783,163.75388717651367,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,1.2779625890081974,7.834251384975531,-7.401130918082544,-4.049691767988084,41.633667094202366,112.3440457440224,4.1598429682427795,-4.529547481777288,2.366599134024926,3.306968379316209,-0.39352627655289074,0.45761073577169703
42.724639,-76.3493,US,New York,Cayuga,Populus deltoides,2011,F,New York_Cayuga,138,239.2966461181641,-0.4621565818786621,4.773061752319336,-5.882543563842773,-3.616085433959961,227.88249588012695,422.8802490234375,8.1.3,Northern Allegheny Plateau,8.1,MIXED WOOD PLAINS,1.9790330408993415,5.1017031302973015,-4.822821313243801,-3.63411630165677,199.72510786412127,229.80675290692756,-2.441189622778004,-0.32864137797796555,-1.0597222505989723,0.01803086769680906,0.14098071252594824,0.8401558860835796
47.0667,-91.8667,US,Minnesota,Saint Louis,Populus balsamifera,1950,F,Minnesota_Saint Louis,154,419.8227844238281,-7.056755065917969,-2.64370174407959,-16.443496704101563,-15.867448425292968,90.34740734100342,255.17702102661133,5.2.1,Northern Lakes and Forests,5.2,MIXED WOOD SHIELD,-6.642284429679481,1.0430211116285897,-14.930300965389964,-10.900540280382172,66.66346495591988,153.76336143461597,-0.41447063623848734,-3.686722855708179,-1.5131957387116,-4.966908144910796,0.35527619815057854,0.6595437212467482
37.42,-111.03,US,Utah,Kane,Populus fremontii,1982,F,Utah_Kane,101,1751.1087646484375,7.073900604248047,10.17315216064453,-3.7019069671630858,-0.2188183546066284,57.11984634399414,67.50659465789795,10.1.6,Colorado Plateaus,10.1,COLD DESERTS,4.669751838910378,11.715690715373064,-5.897900059263584,-0.8054860179163821,71.83229276975838,60.85769964767103,2.404148765337669,-1.5425385547285335,2.1959930921004984,0.5866676633097536,-0.20481660627096435,0.10925314378821352
41.452053,-73.615707,US,New York,Putnam,Populus deltoides,2007,F,New York_Putnam,123,195.54640197753903,8.382376098632813,7.775595092773438,0.6052275657653808,-2.2978271484375,182.54373931884768,369.3665580749512,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,3.7407621308403503,7.1295645273032315,-3.3790593134046727,-1.6170361450439734,257.7885619454465,285.46186883878306,4.641613967792463,0.6460305654702063,3.9842868791700536,-0.6807910033935265,-0.2918858077284367,0.2939260839897113
33.4147,-111.909,US,Arizona,Maricopa,Populus fremontii,1912,F,Arizona_Maricopa,50,506.0844421386719,16.175030517578126,22.340902709960936,0.14419245719909668,8.661965942382812,9.201643660664558,92.81778621673584,10.2.2,Sonoran Desert,10.2,WARM DESERTS,18.156550042103913,24.190861895905822,4.741612543089916,9.302378708013968,67.89846222586188,33.06176685166218,-1.9815195245257868,-1.8499591859448896,-4.597420085890819,-0.6404127656311562,-0.8644793510925828,1.8074055035588463
44.2969,-69.0755,US,Maine,Waldo,Populus tremuloides,1937,F,Maine_Waldo,136,106.6386947631836,2.326022148132324,1.7060991287231446,-5.923568344116211,-6.384763717651367,405.2219772338867,329.7568130493164,8.1.8,Acadian Plains and Hills,8.1,MIXED WOOD PLAINS,0.4289068180625727,3.22674468237312,-6.4894966274196815,-4.571390864748913,304.6815661197598,276.8084604497316,1.8971153300697512,-1.5206455536499752,0.5659282833034709,-1.8133728529024535,0.32998521175583023,0.1912815544494537
41.46861,-73.3925,US,Connecticut,Fairfield,Populus grandidentata,1931,M,Connecticut_Fairfield,104,115.9704360961914,3.521474075317383,6.1488384246826175,-2.176895332336426,0.06517495512962342,180.8358917236328,328.3662567138672,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,4.395264475426432,7.231512114580941,-2.420469959994493,-0.8282630497968487,274.0485388872179,298.8306255385455,-0.8737904001090486,-1.0826736898983231,0.24357462765806703,0.8934380049264722,-0.34013188883282414,0.09883736354696997
40.523781,-85.369414,US,Indiana,Blackford,Populus grandidentata,1922,F,Indiana_Blackford,119,266.71282958984375,4.085461044311524,9.841519927978515,-2.7429975509643554,0.2255617380142212,125.18172836303712,386.5550079345703,8.2.4,Eastern Corn Belt Plains,8.2,CENTRAL USA PLAINS,2.9972756256112616,8.938320217613413,-4.562993184045209,-1.3258680311221027,168.5549663477429,265.1921258416697,1.0881854187002622,0.9031997103651026,1.8199956330808535,1.551429769136324,-0.2573239989572492,0.4576413485419968
38.43902,-102.513892,US,Colorado,Kiowa,Populus deltoides,2017,F,Colorado_Kiowa,116,1268.110595703125,5.211114883422852,20.80744628906251,-7.825828552246094,3.1252929687500455,27.838570251464844,210.21352050781252,9.4.1,High Plains,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,5.349173491688099,13.181283505223378,-6.463418945053876,-1.9391882216629857,20.51407398356706,103.50371991562244,-0.13805860826524707,7.626162783839133,-1.3624096071922178,5.064481190413031,0.3570473750735775,1.0309755115968904
43.733333,-115.816667,US,Idaho,Boise,Populus balsamifera,2006,M,Idaho_Boise,110,1683.7874755859375,-1.6048816680908202,5.206367492675781,-9.013580322265623,-3.784103393554687,379.4241065979004,203.95897674560547,6.2.15,Idaho Batholith,6.2,WESTERN CORDILLERA,-0.1478230924803312,6.028393071439087,-8.10797741081755,-4.086082078949743,262.1204887083021,142.9882853710351,-1.457058575610489,-0.8220255787633057,-0.9056029114480726,0.3019786853950559,0.44751792760518744,0.42640340232320256
45.641813,-108.764307,US,Montana,Yellowstone,Populus angustifolia,1955,F,Montana_Yellowstone,157,1061.878173828125,5.437805557250977,3.3047039031982424,-5.034531784057617,-0.742723388671875,25.2497251033783,163.75388717651367,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,1.2779625890081974,7.834251384975531,-7.401130918082544,-4.049691767988084,41.633667094202366,112.3440457440224,4.1598429682427795,-4.529547481777288,2.366599134024926,3.306968379316209,-0.39352627655289074,0.45761073577169703
36.195317,-112.036483,US,Arizona,Coconino,Populus fremontii,1998,M,Arizona_Coconino,81,1801.40380859375,4.295546340942383,11.67264633178711,-5.404472351074219,-0.37715983390808105,94.31210899353027,93.29565525054932,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,6.288391143992796,12.984271400515771,-5.089659317792472,-0.5848113600646744,79.57435122030772,60.01006150854235,-1.9928448030504136,-1.311625068728663,-0.31481303328174715,0.20765152615659332,0.1852073884010683,0.5546668826071576
38.9414,-119.85,US,Nevada,Douglas,Populus tremuloides,1990,M,Nevada_Douglas,108,1845.7598876953125,7.1869972229003904,11.690388488769532,-8.259134674072266,-2.8913541793823243,113.43975067138672,96.86368560791016,6.2.12,Sierra Nevada,6.2,WESTERN CORDILLERA,4.409297991001001,9.46975154395865,-6.715585139323089,-3.3803374273837106,155.60995948185354,86.91765799426231,2.7776992318993896,2.2206369448108827,-1.543549534749177,0.48898324800138626,-0.27099942028700613,0.11443046031341995
32.78535401,-107.9158255,US,New Mexico,Grant,Populus deltoides,1992,F,New Mexico_Grant,85,1769.7218017578125,8.79181137084961,16.015447998046874,-0.4428283214569092,2.662204933166504,152.3055934906006,118.97254371643066,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,10.086582516815705,16.368312059931394,-1.7656552693500351,2.14280483336008,69.83509197882424,37.98216809854162,-1.294771145966093,-0.3528640618845209,1.3228269478931258,0.5194000998064241,1.180932095525606,2.132326290794305
44.60386,-72.28867,US,Vermont,Orleans,Populus balsamifera,1980,F,Vermont_Orleans,144,403.7425537109375,0.08746901750564576,1.9976696014404296,-7.954859924316406,-7.97247543334961,141.76125526428223,202.1616668701172,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,-2.229217362504894,1.9043266158715335,-10.24547066381422,-7.709937187323049,240.00475521734205,243.37568295919596,2.3166863800105397,0.09334298556889586,2.290610739497814,-0.26253824602656106,-0.4093398060554803,-0.1693431964441109
34.0073157029,-106.9301356728,US,New Mexico,Socorro,Populus deltoides,1957,M,New Mexico_Socorro,52,1826.336181640625,9.38557357788086,14.628408813476565,-5.069171905517578,1.6914695739746093,23.82021290063858,48.68842315673828,10.2.4,Chihuahuan Desert,10.2,WARM DESERTS,8.116762379468499,15.089837460557954,-3.687431267641358,0.800868283540262,36.487463470434896,36.69469965595971,1.2688111984123616,-0.4614286470813891,-1.38174063787622,0.8906012904343473,-0.34716720114184835,0.3268516601369874
39.11383,-76.51964,US,Maryland,Anne Arundel,Populus grandidentata,2008,F,Maryland_Anne Arundel,113,25.636383056640625,7.593058776855469,13.00940399169922,1.4501994132995606,2.871409606933594,233.3988990783691,358.0925064086914,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.132343921823018,11.87089386306891,-0.338541708704778,1.9712535502479869,242.8090957833953,276.9488823256773,0.46071485503245135,1.13851012863031,1.7887411220043383,0.9001560566856073,-0.03875553621525288,0.2929913397794236
41.15416,-73.10138,US,Connecticut,Fairfield,Populus deltoides,1995,F,Connecticut_Fairfield,159,115.9704360961914,7.653995513916016,9.654584503173828,0.14710447788238526,1.3338248252868652,268.3556900024414,184.32621383666992,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,4.395264475426432,7.231512114580941,-2.420469959994493,-0.8282630497968487,274.0485388872179,298.8306255385455,3.258731038489584,2.423072388592887,2.5675744378768783,2.162087875083714,-0.02077314080159836,-0.3831749556977918
38.201398,-102.487308,US,Colorado,Prowers,Populus deltoides,2018,M,Colorado_Prowers,137,1160.7645263671875,10.453613281250057,20.067529296875023,-3.648217773437466,2.8791748046875227,11.689993743896483,71.45357543945312,9.4.3,Southwestern Tablelands,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,6.087107569080289,14.0486532131163,-5.883791480145211,-1.1672658838093772,23.61790047070801,105.34932945028072,4.366505712169768,6.018876083758721,2.2355737067077452,4.0464406884969,-0.5050367089828774,-0.3217462720237303
44.892364,-93.182173,US,Minnesota,Hennepin,Populus deltoides,1937,F,Minnesota_Hennepin,126,281.6899719238281,-1.161332321166992,1.7323240280151366,-10.819598388671874,-9.185359954833984,97.96565628051758,227.85690498352048,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-3.0710434933335087,4.271838363378991,-11.152813390958109,-6.562654659046845,64.77419886516313,185.8626511926811,1.9097111721665168,-2.539514335363854,0.3332150022862326,-2.6227052957871395,0.512417876204803,0.2259424016679096
47.16401,-92.527809,US,Minnesota,Saint Louis,Populus balsamifera,1949,F,Minnesota_Saint Louis,128,419.8227844238281,-6.0661968231201175,-1.1522632598876954,-16.321910095214843,-13.436906433105468,88.14226818084717,145.27986526489258,5.2.1,Northern Lakes and Forests,5.2,MIXED WOOD SHIELD,-6.642284429679481,1.0430211116285897,-14.930300965389964,-10.900540280382172,66.66346495591988,153.76336143461597,0.5760876065593639,-2.1952843715162853,-1.3916091298248805,-2.5363661527232964,0.3221975221229469,-0.05517241617620846
43.967147,-113.569974,US,Idaho,Custer,Populus angustifolia,1979,F,Idaho_Custer,165,2317.813720703125,-6.796974945068359,2.635948181152344,-15.802626037597657,-7.077777862548828,88.5147933959961,57.4421329498291,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-3.5679928017874887,2.00608434556913,-12.136232897225073,-7.987032765620896,90.06616722313024,77.9405743932724,-3.2289821432808705,0.6298638355832136,-3.666393140372584,0.9092549030720676,-0.01722482342665658,-0.2630009029701565
44.966971,-93.239182,US,Minnesota,Hennepin,Populus deltoides,1948,F,Minnesota_Hennepin,95,281.6899719238281,-3.5109321594238283,2.658346176147461,-12.599828338623048,-9.326414489746094,61.34079647064208,101.55904197692873,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-3.0710434933335087,4.271838363378991,-11.152813390958109,-6.562654659046845,64.77419886516313,185.8626511926811,-0.4398886660903196,-1.6134921872315298,-1.4470149476649414,-2.7637598306992492,-0.05300570990724517,-0.45358015004507857
39.030269,-76.875027,US,Maryland,Prince George's,Populus grandidentata,1974,F,Maryland_Prince George's,97,45.22758102416992,7.927573394775391,13.269914245605468,0.7896785736083984,3.4674617767333986,263.5464286804199,269.1774444580078,8.3.5,Southeastern Plains,8.3,SOUTHEASTERN USA PLAINS,7.260948653140311,12.11567881287647,-0.3624387693531427,2.017941714805716,233.84789936178825,270.71227491611194,0.6666247416350801,1.1542354327289992,1.152117342961541,1.449520061927683,0.12699934187856368,-0.00566960053281565
30.51353,-97.85317,US,Texas,Williamson,Populus deltoides,2011,F,Texas_Williamson,87,229.81187438964844,17.07120361328125,24.62587890625,6.032147216796875,11.844424438476562,101.83538818359376,66.84550857543945,9.4.6,Edwards Plateau,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,15.532376505964894,21.73348938757632,5.893025525343621,9.680119449391086,168.2105128047931,253.6817037166868,1.5388271073163544,2.8923895186736814,0.13912169145325404,2.164304989085476,-0.39459557856664473,-0.7364985034549717
43.666667,-116.233333,US,Idaho,Ada,Populus balsamifera,1993,F,Idaho_Ada,132,934.78924560546875,2.1416690826416014,9.254010009765626,-5.702229309082031,1.5864110946655274,122.09760856628418,160.94470405578613,10.1.8,Snake River Plain,10.1,COLD DESERTS,4.1222879021349605,11.326159235208976,-3.65708776014336,0.799149112260643,116.22697209228905,92.57564056528716,-1.9806188194933592,-2.0721492254433507,-2.045141548938671,0.7872619824048844,0.05051010422377363,0.7385210955389828
40.82827,-109.463376,US,Utah,Daggett,Populus tremuloides,1932,F,Utah_Daggett,162,2314.404541015625,-6.435272979736328,1.0303019523620605,-17.43938293457031,-9.359984588623046,49.78767299652099,88.02289485931396,6.2.13,Wasatch and Uinta Mountains,6.2,WESTERN CORDILLERA,-2.3453419183080975,4.529789574206378,-11.884349541744944,-6.954791913713727,42.481366222927,79.86254289915581,-4.0899310614282305,-3.499487621844317,-5.555033392825369,-2.405192674909319,0.1719885075082827,0.10217996652651554
35.104618,-109.651832,US,Arizona,Apache,Populus deltoides,1963,F,Arizona_Apache,136,1997.556884765625,7.104864501953125,11.49219207763672,-4.848088073730469,-2.1899890899658203,59.00691223144531,23.60848957300186,10.1.7,Arizona/New Mexico Plateau,10.1,COLD DESERTS,5.431103717674644,11.994513990899094,-5.724663620964955,-1.2672634883260174,68.28521529817985,54.59512499283342,1.673760784278481,-0.5023219132623744,0.876575547234486,-0.9227256016398028,-0.13587572399411987,-0.5675714713337336
33.43062,-111.94098,US,Arizona,Maricopa,Populus fremontii,1951,M,Arizona_Maricopa,52,506.0844421386719,22.912461853027345,23.587973022460936,5.374350738525391,7.970069885253906,31.16328363213688,40.23322343826294,10.2.2,Sonoran Desert,10.2,WARM DESERTS,18.156550042103913,24.190861895905822,4.741612543089916,9.302378708013968,67.89846222586188,33.06176685166218,4.755911810923433,-0.6028888734448898,0.6327381954354747,-1.332308822760062,-0.5410310836131561,0.21691086924594344
41.452668,-73.615892,US,New York,Putnam,Populus grandidentata,2008,F,New York_Putnam,131,195.54640197753903,3.558580780029297,7.602677154541016,-2.3898199081420897,-1.2978272438049316,376.6156044006348,284.83995819091797,5.3.1,Northern Appalachian and Atlantic Maritime Highlands,5.3,ATLANTIC HIGHLANDS,3.7407621308403503,7.1295645273032315,-3.3790593134046727,-1.6170361450439734,257.7885619454465,285.46186883878306,-0.1821813508110539,0.4731126272377848,0.989239405262583,0.3192089012390418,0.46094769123361906,-0.00217861198203085
42.2458972,-71.8613147,US,Massachusetts,Worcester,Populus tremuloides,1996,M,Massachusetts_Worcester,95,216.3468017578125,0.09601463675498964,4.759666061401367,-6.3165027618408205,-4.701446914672852,316.7058410644531,314.43592071533203,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,2.426486488483784,5.536551687096349,-4.807179895740444,-3.0057974472666977,274.670218943903,272.79835478093446,-2.3304718517287943,-0.7768856256949821,-1.5093228661003764,-1.6956494674061542,0.1530403342676739,0.15263129415803783
41.35472,-71.96916,US,Connecticut,New London,Populus alba,1981,M,Connecticut_New London,106,76.20348358154297,3.309287261962891,6.298140335083008,-5.066679000854492,-0.5023497104644775,222.9648895263672,195.45837211608887,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,4.386941846144402,5.767450410778784,-1.6108060963123525,-0.5228059645460427,298.20085908081575,287.5079048009279,-1.077654584181511,0.530689924304224,-3.4558729045421397,0.02045625408156515,-0.2522996405387913,-0.3201634847173147
38.89205,-104.79706,US,Colorado,El Paso,Populus angustifolia,1905,F,Colorado_El Paso,176,1968.2843017578125,4.455904769897461,10.469345855712891,-9.237631225585938,-2.3003747940063475,30.25230073928833,181.91323852539065,9.4.3,Southwestern Tablelands,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,3.549618111121453,9.591051144960549,-9.495842111878476,-5.692500620609572,26.18777125877849,122.40687671665384,0.9062866587760076,0.8782947107523427,0.2582108862925381,3.392125826603224,0.15520715529189433,0.4861357744343197
40.886389,-72.491944,US,New York,Suffolk,Populus grandidentata,1994,F,New York_Suffolk,165,22.62636375427246,5.81213607788086,6.283076477050781,-0.05584912896156311,0.8780527114868164,346.7049255371094,311.1059341430664,8.5.4,Atlantic Coastal Pine Barrens,8.5,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,5.492128312991838,6.554071627544756,-0.15772685162344155,0.6938582109252955,294.32724697016056,288.6704624567112,0.32000776488902183,-0.2709951504939747,0.10187772266187844,0.18419450056152087,0.17795728769976557,0.07772001158490398
34.23285,-112.109417,US,Arizona,Yavapai,Populus fremontii,2005,F,Arizona_Yavapai,97,1364.084716796875,11.225733947753906,16.166200256347658,0.5747241020202637,4.610238647460937,273.8118591308594,51.656837940216064,13.1.1,Arizona/New Mexico Mountains,13.1,UPPER GILA MOUNTAINS,11.283236552092989,17.11710289706703,-1.1132031782198757,2.8808799652893007,109.8459051697676,67.73992771854827,-0.05750260433908316,-0.9509026407193736,1.6879272802401393,1.7293586821716365,1.4926906351919198,-0.2374240764642623
45.434262,-95.245019,US,Minnesota,Pope,Populus tremuloides,1982,M,Minnesota_Pope,112,389.291748046875,-6.533916473388672,1.3160420417785643,-14.088484191894532,-7.615324401855469,61.97512912750244,149.83773803710935,8.1.4,North Central Hardwood Forests,8.1,MIXED WOOD PLAINS,-4.424345908225592,3.237455277658311,-12.735499069084554,-7.682139162801894,53.88619224535206,162.09338382632794,-2.1095705651630796,-1.9214132358797469,-1.3529851228099776,0.06681476094642491,0.15011149508059898,-0.075608550453544
45.9038,-108.319713,US,Montana,Yellowstone,Populus angustifolia,1963,F,Montana_Yellowstone,163,1061.878173828125,5.087937545776367,10.915608978271484,-4.1419322967529295,-2.2299985885620117,39.94591569900513,111.10371017456056,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,1.2779625890081974,7.834251384975531,-7.401130918082544,-4.049691767988084,41.633667094202366,112.3440457440224,3.80997495676817,3.0813575932959534,3.259198621329614,1.819693179426072,-0.04053813927508356,-0.01104051007997306
40.212996,-79.961546,US,Pennsylvania,Washington,Populus grandidentata,1980,M,Pennsylvania_Washington,111,347.40728759765625,6.0743663787841795,7.173492431640625,-1.6315385818481445,-1.97708740234375,120.32211685180664,314.8825988769531,8.4.3,Western Allegheny Plateau,8.4,OZARK/OUACHITA-APPALACHIAN FORESTS,4.238981831503117,8.837219663026955,-2.967536838487169,-0.33047473223018925,204.68453666525372,270.9978526017646,1.8353845472810624,-1.6637272313863305,1.3359982566390245,-1.6466126701135606,-0.4121582469681895,0.1619376163090039
44.341172,-93.111247,US,Minnesota,Rice,Populus deltoides,1940,M,Minnesota_Rice,126,334.1228942871094,3.14927978515625,0.22074170112609864,-7.031709289550781,-9.14294204711914,45.33115530014038,126.86323928833008,9.2.3,Western Corn Belt Plains,9.2,TEMPERATE PRAIRIES,-2.761720932287685,4.408340093343199,-10.899462214970992,-6.141336500321616,67.23310867015083,190.5620391441794,5.911000717443935,-4.1875983922171,3.867752925420211,-3.001605546797524,-0.3257614262262152,-0.33426804279552635
32.215017,-98.10245,US,Texas,Erath,Populus deltoides,2009,F,Texas_Erath,98,382.9168090820313,15.268685913085935,22.143353271484376,2.4017049789428713,8.7888427734375,28.321397542953488,250.98987197875977,9.4.5,Cross Timbers,9.4,SOUTH CENTRAL SEMIARID PRAIRIES,13.732895899627168,20.617323546850383,3.540726291911078,7.703115627384988,123.48562710101828,257.10384895609207,1.535790013458767,1.5260297246339931,-1.139021312968206,1.0857271460525115,-0.7706502513058869,-0.02378018455249356
44.2969,-69.0755,US,Maine,Waldo,Populus tremuloides,1936,M,Maine_Waldo,100,106.6386947631836,-2.7904272079467773,5.962626647949219,-8.249650573730468,-1.0409183502197266,389.8202323913574,395.62745666503906,8.1.8,Acadian Plains and Hills,8.1,MIXED WOOD PLAINS,0.4289068180625727,3.22674468237312,-6.4894966274196815,-4.571390864748913,304.6815661197598,276.8084604497316,-3.21933402600935,2.735881965576099,-1.760153946310787,3.530472514529187,0.27943491086734323,0.42924625938911626
43.604358,-84.797894,US,Michigan,Isabella,Populus deltoides,1963,M,Michigan_Isabella,114,261.11614990234375,-0.16888779401779175,5.827238845825195,-8.550894927978515,-5.01494255065918,57.70842742919922,193.19036483764648,8.1.6,Southern Michigan/Northern Indiana Drift Plains,8.1,MIXED WOOD PLAINS,0.35538753000861545,4.842062103259965,-6.1041271206484,-5.196292099286528,114.6861522123369,189.50491186542672,-0.5242753240264072,0.9851767425652298,-2.446767807330115,0.181349548627348,-0.4968143379476685,0.01944779655546299
46.860202,-113.98372,US,Montana,Missoula,Populus tremuloides,1957,M,Montana_Missoula,102,1509.1319580078125,2.076291084289551,3.966983413696289,-6.242053604125976,-5.61097297668457,152.57540893554688,136.23406410217285,6.2.10,Middle Rockies,6.2,WESTERN CORDILLERA,-0.9179745061291472,4.366145395481287,-8.53411899760618,-5.776951872561157,144.37490115602137,109.79033734682228,2.994265590418698,-0.39916198178499807,2.292065393480204,0.1659788958765871,0.0568000927714124,0.24085659443614013
48.098045,-109.048781,US,Montana,Blaine,Populus balsamifera,1925,F,Montana_Blaine,122,934.3692626953124,-8.366083526611328,3.635709762573242,-16.097793579101563,-6.559090423583984,47.270323753356934,102.2797622680664,9.3.3,Northwestern Great Plains,9.3,WEST-CENTRAL SEMIARID PRAIRIES,-2.146628401024361,4.075421196422658,-10.148266821392513,-6.887735188177652,41.845969868655935,90.4927453378469,-6.2194551255869674,-0.4397114338494159,-5.949526757709052,0.3286447645936681,0.1296266737687451,0.13025372239745509
40.749723,-73.638882,US,New York,Nassau,Populus tremuloides,1924,F,New York_Nassau,129,26.92648696899414,8.606234741210937,6.001728820800781,2.6853893280029295,0.00233140103518962,330.77808380126953,317.38299560546875,8.1.7,Northeastern Coastal Zone,8.1,MIXED WOOD PLAINS,5.437797254020886,7.3913874041132575,-0.6786123849558876,0.49364642771039313,265.3588025991795,289.7086602863344,3.168437487190051,-1.3896585833124764,3.3640017129588173,-0.4913150266752035,0.24653141543190055,0.0955247084839726
